Key,Value
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",1
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",0
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",3
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",10
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",0
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",0
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",1
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",2
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",0
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",0
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",0
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",0
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",0
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",1
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",0
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",0
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",2
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",0
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",1
"[1, 0, 3, 10, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",5
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",1
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",2
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",0
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",0
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",2
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",1
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",0
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",1
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",0
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",1
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",0
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",10
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",0
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",0
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",1
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",1
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",0
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",2
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",6
"[1, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 10, 0, 0, 1, 1, 0, 2, 6, 0]",0
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",6
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",0
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",0
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",1
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",0
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",10
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",2
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",10
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",5
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",10
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",5
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",10
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",0
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",3
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",4
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",1
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",1
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",10
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",2
"[6, 0, 0, 1, 0, 10, 2, 10, 5, 10, 5, 10, 0, 3, 4, 1, 1, 10, 2, 10]",10
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",10
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",1
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",1
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",5
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",10
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 0, 0, 0]",0
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",2
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",4
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",1
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",5
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",3
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",5
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",10
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",10
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",1
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",10
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",0
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",4
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",8
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",0
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",5
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",6
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",5
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",2
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",1
"[2, 4, 1, 5, 3, 5, 10, 10, 1, 10, 0, 4, 8, 0, 5, 6, 5, 2, 1, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",5
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",5
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",7
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",5
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",6
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",7
"[5, 10, 5, 10, 10, 10, 10, 10, 7, 10, 10, 5, 10, 10, 6, 10, 10, 10, 7, 10]",10
